Kood,Vanem,Tegevusala tekst,SIIA  KUULUB,SIIA KUULUB VEEL,SIIA EI KUULU,ERIALALIIDUD,ON ERINÕUDEID?
84231,8423,Kohtute tegevus ja haldus,"− tsiviil- ja kriminaalkohtute, sõjatribunalide ja kohtusüsteemi haldus
− riigi huvide õiguslik esindamine, riigile õigusabi osutamine 
− riigi õigusabi (sh õigusalane nõustamine ja esindamine)",,,,EI
84232,8423,Vanglate ja parandusasutuste haldus,"− vanglate jt kinnipidamis- ja rehabilitatsiooniasutuste tegevuse korraldamine, olenemata sellest, kas neid haldab ja käitab riigiasutus või eraüksus tasu eest või lepingu alusel",,"vanglakoolide tegevus, vt 85
vanglahaiglate tegevus, vt 86101",,EI
84239,8423,"Muud õiguskaitse ja kohtutega seotud tegevused, prokuratuuri tegevus","− kohtuotsuste tegemine ja edastamine; seaduste tõlgendamine
− vahekohtu tegevus tsiviilõiguslike vaidluste (tsiviilhagide) lahendamisel",,"nõustamine ja esindamine tsiviil-, kriminaal- või teistes kohtuasjades, vt 6910",,EI
8424,842,Avalik korrakaitse- ja julgeolekuteenistused,,,,,JAH
84241,8424,Politsei tegevus ja selle juhtimine,"− avaliku võimu poolt toetatava regulaarpolitsei, politseiabijõudude ja politseierijõudude tegevus (k.a liikluse reguleerimine) ning politseitöö korraldamine",,,,EI
84242,8424,Piiri- ja rannavalveteenistused,"− sadama-, piiri- ja rannavalve tegevus ja nende töö korraldamine",,,,EI
84249,8424,Muud avaliku julgeoleku ja korrakaitsega seotud tegevused,"− välismaalaste registreerimine; vahistusprotokollide korrashoid
− rahuaja õnnetuste puhul hädaabitarvetega varustamine",,"politseilaborite tegevus, vt 71209
relvajõudude tegevus ja nende juhtimine, vt 84221",,JAH
8425,842,Tuletõrje- ja päästeteenistus,,,,,EI
84251,8425,"Tuletõrje- ja päästeteenistused, vetelpääste, häirekeskused","− tuletõrje ja tuleohutuse tagamine:
− regulaar- ja vabatahtlike tuletõrjeüksuste tegevus ja nende juhtimine tuleohutuse tagamisel, tule kustutamisel, inimeste ja loomade päästmisel, abistamisel tsiviilkatastroofide, üleujutuste, liiklusõnnetuste jne puhul
− meretuletõrjepaatide tegevus",,"metsatulekaitse ja metsatuletõrje, vt 02401
tuletõrje gaasi- ja naftaväljadel, vt 09101
tuletõrje ja tuleohutuse tagamine lennujaamades spetsialiseerimata üksuste poolt, vt 5223",,EI
843,84,Kohustuslik sotsiaalkindlustus,,,,,EI
8430,843,Kohustuslik sotsiaalkindlustus,,,,,EI
84301,8430,Kohustuslik sotsiaalkindlustus,"− riiklike sotsiaalkindlustusprogrammide finantseerimine ja haldamine
− haigus-, tööõnnetus- ja töötuskindlustus
− vanaduspensionid
− sotsiaaltoetused, mis korvavad täielikult või osaliselt haigusest või vigastusest tingitud ajutise töövõimetusega, emadusega, toitjakaotusega jms kaasneva sissetulekute vähenemise",,"mittekohustuslik sotsiaalkindlustus, vt 65301
hoolekande ja sotsiaalhoolekande pakkumine (ilma majutuseta), vt 88101, 88991",,EI
P,,HARIDUS,"Jagu P hõlmab koolitust mis tahes tasemel ja erialadel. Koolitus võib olla suuline või kirjalik, toimuda raadio, televisiooni, Interneti või muude kommunikatsioonikanalite kaudu.
Siia liigitatakse nii riikliku koolisüsteemi üksuste poolt pakutav erinevate tasemete haridus kui ka täiskasvanute koolitus, kirjaoskamatuse likvideerimise programmid jms, sõjakoolid ja -akadeemiad, vanglakoolid jne oma vastavatel tasemetel. Jagu hõlmab nii riiklikku kui eraharidust. Siia kuulub ka spordi- ja vabaajakoolitus (nt tennise- või golfiõpetus) ning haridust abistavad tegevused.
Kategooriatesse jaotamisel on lähtutud ISCED 1997-s määratletud haridustasemeist: tasemele 0 liigituv haridus kuulub klassi 8510, tasemele 1 – klassi 8520, tasemele 2 kuni 3 liigituv haridus gruppi 853, tasemele 4 liigituv haridus kuulub klassi 85321 ning tasemele 5 kuni 6 liigituv haridus klassi 85421.",,,"Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti",EI
85,P,Haridus,,,,,EI
851,85,Eelharidus,,,,,EI
8510,851,Eelharidus,,,,,JAH
85101,8510,Lastesõimede tegevus,− lastesõimed kuni kolmeaastastele lastele,,,,JAH
85102,8510,Lasteaedade tegevus,"− lasteaiad kuni seitsmeaastastele lastele
− erilasteaiad kuni seitsmeaastastele lastele",− alushariduse andmine,"laste päevahoid, vt 88911",,JAH
852,85,Esimese taseme haridus,,,,,EI
8520,852,Esimese taseme haridus,,,,,JAH
85201,8520,Lasteaed-algkoolide tegevus,− lasteaiaga ühendatud algkoolide tegevus,− alusharidusega ühendatud alghariduse (I ja II kooliastme 1.-6. klass) andmine,,,JAH
85202,8520,Algkoolide tegevus,"− algharidus (I ja II kooliastme 1.–6. klass)
− erialgkoolid",,"laste päevahoid, vt 88911",,JAH
853,85,Teise taseme haridus,,,,,EI
8531,853,Teise taseme üldharidus,,,,,JAH
85311,8531,Lasteaed-põhikoolide tegevus,,"− alusharidusega ühendatud põhihariduse (I, II ja III kooliastme 1.-9. klass) andmine",,,JAH
85312,8531,Põhikoolide tegevus,"Põhikoolide tegevus ehk teise taseme hariduse alumine aste.
− põhiharidus (põhikooli 1.–9. klass) 
− põhiharidus erivajadustega lastele
− põhiharidus täiskasvanute gümnaasiumites","− üldhariduse I, II ja III kooliaste",,,JAH
85313,8531,Gümnaasiumide tegevus,"Gümnaasiumide tegevus ehk teise taseme hariduse ülemine aste.
− üldkeskharidus (gümnaasiumi 10.–12. klass)
− üldkeskharidus erivajadustega lastele
− üldkeskharidus täiskasvanute gümnaasiumites õhtuses ja kaugõppe vormis",,"täiskasvanute koolitus, mis on määratletud grupis 855, vt 855",,JAH
8532,853,Teise taseme kutse- ja tehnikaharidus,Siia kuulub ka teise ja kolmanda taseme vaheline (teise taseme järgne ja kolmanda taseme eelne) kutse- ja tehnikaharidus.,,,,JAH
85321,8532,Kutseõppeasutuste tegevus,"− kutseharidus põhihariduse baasil 
− kutsekeskharidus põhihariduse baasil 
− kutseharidus põhihariduseta noortele 
− kutseharidus keskhariduse baasil",− kutseharidus keskhariduse baasil erivajadustega noortele,,,JAH
854,85,Kolmanda taseme haridus,"Siia kuulub rakenduskõrgharidus ja akadeemiline kõrgharidus, sh bakalaureuse või teadusliku kraadi tasemel haridus. Õppeasutusse vastuvõtu tingimuseks on omandatud keskharidus.",,"täiskasvanute koolitus, mis on määratletud grupis 855, vt 855",,EI
8541,854,Rakenduskõrgharidus,,,,,JAH
85411,8541,Rakenduskõrgkoolide tegevus,− rakenduskõrgharidus (erialase kvalifikatsiooniga kõrgharidus),,,,JAH
8542,854,Akadeemiline kõrgharidus,,,,,JAH
85421,8542,Ülikoolide tegevus,"− kõrgharidus (bakalaureuse-, magistri- ja doktoriõpe)",,,,JAH
855,85,Muu koolitus,"Siia kuulub täiend- ja jätkuõpe, sh kutsealane täiendõpe, täiskasvanute tööalane koolitus ning huvialaharidus enesearenduse ja -täiendamise eesmärkidel. Siia liigitatakse spordi- ja huvialakoolid (nt kunsti-, muusika- ja tantsukoolid), keeleõpe ja keeltekoolid, huviala- ja hobiringide tegevus, sh individuaalõpe.",,"gruppide 851–854 alla kuuluv tasemeharidus (eelharidus ning esimese, teise ja kolmanda taseme haridus), vt 851, 852, 853, 854",,EI
8551,855,Spordi- ja vabaajakoolitus,,,,,JAH
85511,8551,Spordikoolid,− spordikoolide tegevus (ainult Haridus- ja teadusministeeriumi poolt väljastatud koolitusloa alusel tegutsevad koolid),,,,JAH
85519,8551,Muu spordi- ja vabaajakoolitus,"− professionaalsete spordiinstruktorite, -õpetajate ja -kohtunike tegevus
− kaardimänguinstruktorite tegevus (nt bridž jms)","− joogainstruktori tegevus
− spordialane juhendamine individuaalõpetajate ja -treenerite poolt",,,JAH
8552,855,Huvikoolitus,,,,,JAH
85521,8552,Muusika- ja kunstikoolitus,"Siia kuuluvad üksused annavad nõuetekohaselt (ametlikult) organiseeritud õpet, et omandada süvendatud teadmised ja oskused kindlal huvialal. Õppe läbimine ei võimalda omandada kutset ega anna riiklikult tunnustatud tasemehariduse kvalifikatsiooni (nt kutsekooli diplomit, akadeemilist kraadi).
− klaveriõpetajad jm muusikaõpetus
− muusikakoolid ja -stuudiod
− kunstiõpetus, kunstikoolid ja -stuudiod",,,,JAH
85522,8552,Tantsukoolide tegevus,"Siia kuuluvad üksused annavad nõuetekohaselt (ametlikult) organiseeritud õpet, et omandada süvendatud teadmised ja oskused kindlal huvialal. Õppe läbimine ei võimalda omandada kutset ega anna riiklikult tunnustatud tasemehariduse kvalifikatsiooni (nt kutsekooli diplomit, akadeemilist kraadi).
− tantsuõpetus
− tantsustuudiod",,,,JAH
85529,8552,Muu huvikoolitus,"Siia kuuluvad üksused annavad nõuetekohaselt (ametlikult) organiseeritud õpet, luues võimalused huvialaseks tegevuseks, kuid õppe läbimine ei võimalda omandada kutset ega anna riiklikult tunnustatud tasemehariduse kvalifikatsiooni (nt kutsekooli diplomit, akadeemilist kraadi).
− huvikeskuste tegevus
− laste- ja noortekeskuste tegevus
− fotoringide tegevus
− näiteringide tegevus",− loovustubade tegevus,"võõrkeelte õpetamine, vt 85591",,JAH
8553,855,Sõiduõpe,,,,.,JAH
85531,8553,Sõiduõpe,"− autokoolide tegevus: auto-, bussi-, veoauto- ja mootorrattajuhtide väljaõpe
− sõiduõpe lennu-, purjetamis- või merekoolides, mis ei anna õigust töötada kutselise juhina",,"kutseõppeasutuste tegevus, vt 85321",,JAH
8559,855,Mujal liigitamata koolitus,,,,,JAH
85591,8559,Keeleõpe,"− keeltekoolide tegevus
− keeleõpe ja vestluskursuste juhendamine",,,,JAH
85592,8559,Arvutiõpe,,,,,JAH
85599,8559,Muu mujal liigitamata koolitus,"− tasemehariduse alla mittekuuluv haridus
− täiskasvanute täiendkoolitus
− repetiitorite (järeleaitajate) tegevus
− parandusõppekeskuste tegevus
− ettevalmistuskursused akadeemilisteks eksamiteks 
− religioonialane koolitus (pühapäevakoolid, leerikoolid jmt)
− ihukaitsjate treening
− ellujäämistreening
− avaliku esinemise treening
− kiirlugemise õpe",,"täiskasvanute kirjaoskamatuse likvideerimise programmid, vt 8520
teise taseme üldharidus, vt 8531
teise taseme kutse- ja tehnikaharidus, vt 85321
kolmanda taseme haridus, vt 854",,JAH
856,85,Haridust abistavad tegevused,,,,,EI
8560,856,Haridust abistavad tegevused,,,,,JAH
85601,8560,Haridust abistavad tegevused,"Õppetöövälised tegevused, mis abistavad haridusprotsessi või -süsteemi:
− haridusalane nõustamine
− hariduse juhtimise nõustamine
− hariduse kontrollimise hindamine
− õpilasvahetusprogrammide organiseerimine",− eksamite korraldamine,"teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas, vt 72201",,JAH
Q,,TERVISHOID JA SOTSIAALHOOLEKANNE,"Jagu Q hõlmab tervishoiu ja sotsiaaltööga seotud tegevusi, nagu haiglaravi ja muud tervishoiuteenused, mida osutavad eriharidusega tervishoiutöötajad ning hooldekodude tegevus, mis sisaldab tervishoiu- ja sotsiaalhoolekandealaseid tegevusi ilma tervishoiutöötajate osavõtuta.",,,"Eesti Haiglate Liit
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti",EI
86,Q,Tervishoid,"Osa 86 hõlmab ravitegevust üld- ja erihaiglates, nt kirurgia-, psühhoneuroloogia- ja võõrutusravihaiglates, meditsiinilistes hooldekodudes, taastusravikeskustes, leprosooriumides jt majutusvõimalusega tervishoiuasutustes. 
Siia liigitatakse üld- ja eriarstide, sh kirurgide konsultatsioonid ja ravitegevus; üldine ja spetsialiseeritud hambaravi; ortodontide tegevus ning parameedikud, kellel on seaduslik õigus patsiente ravida.",,,,EI
861,86,Haiglaravi,,,,,EI
8610,861,Haiglaravi,,,,,JAH
86101,8610,Haiglaraviteenused,"Siia kuuluvad litsentseeritud (Tervishoiuameti poolt väljastatud vastav tegevusluba) asutused, kes osutavad eeskätt meditsiinilisi, diagnostilisi ja raviteenuseid (ravi-, hooldusravi- jms teenused) ning spetsiaalset majutusteenust hospitaliseeritud patsientidele. Haiglaravi osutatakse arstide otsese järelevalve all peamiselt statsionaarsetele patsientidele, kuid teisese tegevusena võivad haiglad raviteenust osutada ka ambulatoorsetele patsientidele. Ravitegevuseks on enamikel juhtudel vajalikud eriseadmed ja -aparaadid.
Siia liigitatakse üldhaiglate (regionaalhaiglad, kohalikud, ülikooli-, sõjaväe-, vanglahaiglad jne) ning erihaiglate (nt psühhoneuroloogia- ja võõrutusravihaiglad, nakkushaiglad, sünnitusmajad jne) meditsiinilised, diagnostilised ja raviteenused, sh: 
− meditsiinitöötajate ja parameedikute teenused
− laboriteenused ja tehniliste üksuste teenused, k.a radioloogia- ja anestesioloogiateenused
− vastuvõtuosakondade (-kabinettide) või erakorralise meditsiini osakondade (-kabinettide) töö
− operatsioonisaali teenused, farmaatsiateenused, toitlustamine ja muud haiglateenused 
− majutusega pereplaneerimiskeskuste meditsiinilised teenused (nt steriliseerimine ja abort)",,"igat liiki materjalide ja toodete, v.a meditsiiniliste, laboratoorne testimine ja kontroll, vt 71209
veterinaariateenused, vt 75001
sõjaväe (kaitseväe) välihaiglate tegevus, vt 84221
iseseisvate üldiste ja spetsialiseeritud hambaraviasutuste tegevus, nt hambaravi, endodontia, laste hambaravi, oraalpatoloogia, ortodontide tegevus, vt 86231
eraviisilised konsultatsioonid statsionaarsetele patsientidele, vt 862
iseseisvate meditsiinilaborite tegevus, vt 86902
iseseisvate kiirabiasutuste tegevus, vt 86901",,JAH
862,86,Arstiabi ja hambaravi,"Üld- ja eriarstide konsultatsioonid ja ravitegevus era- või rühmapraksise korras, haiglate ambulatoorsetes kliinikutes või asutuste, koolide, vanadekodude, töötajate organisatsioonide ja heategevuslike organisatsioonide juures asuvates kliinikutes või patsientide kodus. 
Siia gruppi kuulub ka statsionaarsetele patsientidele erakonsultatsioonide andmine.",,,,EI
8621,862,Üldarstiabi,,,,,JAH
86211,8621,Üldarstiabi osutamine,− konsultatsioonid ja ravi üldarstiabi valdkonnas (Eestis osutavad üldarstiabi perearstid),"− üldarstide koduvisiidid
− koolide, hoolekandeasutuste jm organisatsioonide juures asuvate arstikabinettide tegevus","statsionaarsete patsientide ravi (haiglaravi), vt 86101
eriarstiabi osutamine, vt 86221
parameditsiiniline tegevus, ämmaemandate, hooldusõdede ja füsioterapeutide tegevus, vt 8690",,JAH
8622,862,Eriarstiabi,,,,,JAH
86221,8622,Eriarstiabi osutamine,"− konsultatsioonid ja ravi erimeditsiini valdkonnas:
− kirurgide, pediaatrite, günekoloogide, neuroloogide, psühhiaatrite jt eriarstide konsultatsioonid ja ravitegevus
− operatsioonieelsed konsultatsioonid
− dialüüs, kemoteraapia, insuliiniteraapia, kiiritusravi jms
− funktsionaalsed uuringud ja uuringutulemuste, nt röntgenipiltide, elektrokardiogrammide, endoskoopia tõlgendamine 
− majutuseta pereplaneerimiskeskuste meditsiinilised teenused (nt steriliseerimine ja abort)",,"statsionaarsete patsientide ravi (haiglaravi), vt 86101
üldarstiabi osutamine, vt 86211
teiste tervisevaldkonna töötajate tegevus, vt 8690",,JAH
8623,862,Hambaravi,,,,,JAH
86231,8623,Hambaravi osutamine,"Üldine ja spetsialiseeritud hambaravi:
− stomatoloogia
− endodontia ja laste hambaravi
− oraalpatoloogia
− ortodontide tegevus
− hambaraviga seotud tegevused operatsioonisaalis","− koolide, hoolekandeasutuste jm organisatsioonide juures asuvate hambaravikabinettide tegevus
− hambaproteesimine","tehishammaste, hambaproteeside ja prostaatiliste seadiste tootmine hambalaborites, vt 32509
statsionaarsete patsientide ravi (haiglaravi), vt 86101
suuhügienistide tegevus, vt 86901",,JAH
869,86,Muud tervishoiualad,"Siia liigitatakse hooldusõdede, ämmaemandate, füsioterapeutide, parameedikute, optometristide, bioanalüütikute jm tervishoiualade esindajate tegevus, st tervishoiuvaldkonna tegevused, mida ei teosta haiglad, üld- ja eriarstid või hambaarstid.",,,,EI
8690,869,Muud tervishoiualad,,,,,JAH
86901,8690,Kiirabi ja parameedikute tegevus,"− kiirabibrigaadide tegevus
− patsientide transport kiirabiautoga, mille varustuse hulka võivad kuuluda elustus- jm meditsiiniseadmed (koos meditsiinipersonaliga või ilma)
− patsientide vedu igat liiki sõidukitega, k.a lennukid 
− parameedikute tegevus: spetsialistid, kes osutavad erakorralist meditsiiniabi",,,,JAH
86902,8690,"Meditsiinilaborite, vere-, sperma- jms pankade tegevus","− meditsiinilaborite tegevus
− vere-, sperma- ja elundipankade tegevus",,,,JAH
86903,8690,Õendusabi osutamine,"− koduõdede ja hooldusõdede tegevus, nt põetus-hooldusabi patsiendi kodus jms",,,,JAH
86904,8690,Ämmaemandate tegevus,,,,,JAH
86905,8690,Sanatooriumide ravitegevus,"Siia kuuluvad üksused, kellele on väljastatud Tervishoiuameti poolt vastav tegevusluba taastusravi ja füsiaatriateenuste osutamise kohta.
− majutusega raviasutuste tegevus
− medical spa´d",,"spaad, kellel puudub taastusravi ja füsiaatriateenuste osutamise luba, vt 96041",,JAH
86906,8690,"Diagnostikakabinettide ja -keskuste tegevus, nt röntgenlaborid, magnetresonants jms kabinetid",,,,,JAH
86909,8690,Mujal liigitamata tervishoiualad,"− füsioterapeutide tegevus
− psühhoanalüütikute, psühholoogide ja psühhoterapeutide tegevus
− akupunktuur (nõelravi)
− aroomiteraapia
− kõneteraapia
− homöopaatia
− toitumisõpetus, kaalujälgimisõpetus
− töötervishoiualane teraapia","− suuhügienistide tegevus
− meditsiiniline ja ravimassaaž
− rasedate võimlemise juhendamine
− proviisori teenuse osutamine (teenust osutatakse apteegile)","tehishammaste, hambaproteeside ja prostaatiliste seadiste tootmine hambalaborites, vt 32509
mittemeditsiinilised laboratoorsed uuringud, vt 71209
toiduhügieeni kontroll, vt 71209
haiglaravi, vt 86101
arsti- ja hambaravipraksis, vt 862
majutusega hoolekandeasutused, vt 87101",,JAH
